num, name, organism, type, Dataset, Platforms, samples, series1,series2
9255,"The NIH Human Pluripotent Stem Cell Database (Affymetrix, mRNA)",Homo sapiens,Expression profiling by array,NoData,GPL570,12,GSE33789,GSE33789
9256,"The NIH Human Pluripotent Stem Cell Database (Agilent, mRNA)",Homo sapiens,Expression profiling by array,NoData,GPL6480,230,GSE32923,GSE32923
9257,Expression data from A549 cells after treatment with flagellin and transforming growth factor beta 1,Homo sapiens,Expression profiling by array,NoData,GPL6244,3,GSE38309,GSE38309
9258,Expression profiling shows differential functions and provides potential new diagnostic biomarkers for colorectal serrated adenocarcinoma,Homo sapiens,Expression profiling by array,NoData,GPL4133,26,GSE36758,GSE36758
9259,Gene Profiling of Narrow-band UVB-induced Skin Injury Defines Cellular and Molecular Innate Immune Responses,Homo sapiens,Expression profiling by array,NoData,GPL571,20,GSE41078,GSE41078
9260,Expression data from human iPS cells treated by a small molecule KY02111,Homo sapiens,Expression profiling by array,GDS4322,GPL6244,5,GSE33622,GSE33622
9261,Increased levels of aneuploidy and deregulation of ploidy controlling genes are associated with maintained cultures of hMSC,Homo sapiens,Expression profiling by array,NoData,GPL6480,8,GSE39250,GSE39250
9262,"Correlated alterations in genome organization, histone methylation, and DNA-lamina interactions in Hutchinson-Gilford progeria syndrome (expression)",Homo sapiens,Expression profiling by array,NoData,GPL570,6,GSE41751,GSE41751
9263,"Correlated alterations in genome organization, histone methylation, and DNA-lamina interactions in Hutchinson-Gilford progeria syndrome",Homo sapiens,Expression profiling by array; Genome binding/occupancy profiling by high throughput sequencing,NoData,GPL9052 GPL9115 GPL570,28,GSE41764,GSE41764
9264,T-bet regulated genes in KG1 cells,Homo sapiens,Expression profiling by array,NoData,GPL570,2,GSE37595,GSE37595
9265,A global transcriptome analysis of keratinocytes upon suppression of endogenous microRNA-31,Homo sapiens,Expression profiling by array,GDS4598,GPL11532,6,GSE41905,GSE41905
9266,Prolactin-induced protein (PIP) regulates proliferation of luminal A type breast cancer cells in a hormone-independent manner,Homo sapiens,Expression profiling by array,NoData,GPL10558,12,GSE41894,GSE41894
9267,A Novel Orthotopic Mouse Model of Head and Neck Cancer and Lymph Node Metastasis,Homo sapiens,Expression profiling by array,NoData,GPL10558,12,GSE41893,GSE41893
9268,Tetraspanin TSPAN12 regulates tumor growth and metastasis and inhibits β-catenin degradation,Homo sapiens,Expression profiling by array,NoData,GPL571,4,GSE41892,GSE41892
9269,Expression data from gingival tissue,Homo sapiens,Expression profiling by array,NoData,GPL6244,22,GSE33774,GSE33774
9270,Transcriptome analysis in peripheral blood mononuclear cells (PBMC) from HOIL-1-deficient patients upon TNF-α or IL-1β stimulation,Homo sapiens,Expression profiling by array,NoData,GPL10558,45,GSE40838,GSE40838
9271,"Transcriptional analysis of whole blood, primary fibroblasts, and PBMCs upon TNF-alpha or IL-1beta stimulation from HOIL-1-deficient patients",Homo sapiens,Expression profiling by array,NoData,GPL6947 GPL10558,150,GSE40752,GSE40752
9272,Transcriptional analysis of whole blood in patients with auto-inflammatory disorders,Homo sapiens,Expression profiling by array,NoData,GPL6947,51,GSE40561,GSE40561
9273,Transcriptome analysis  in primary fibroblasts from HOIL-1-deficient patients upon TNF-α or IL-1β stimulation,Homo sapiens,Expression profiling by array,NoData,GPL10558,54,GSE40560,GSE40560
9274,Gene expression analysis after selective expression of tissue factor isoforms,Homo sapiens,Expression profiling by array,NoData,GPL10558,10,GSE41872,GSE41872
9275,Genome-wide analysis of mRNA levels in response to a Pin1 knock-down,Homo sapiens,Expression profiling by array,NoData,GPL16221,2,GSE41868,GSE41868
9276,Distinctive microRNA signature of medulloblastomas associated with the WNT signaling pathway,Homo sapiens,Expression profiling by array,GDS4469,GPL6244,19,GSE41842,GSE41842
9277,"Cell growth in aggregates determines gene expression, proliferation, survival and chemoresistance of Follicular Lymphoma",Homo sapiens,Expression profiling by array,NoData,GPL570,14,GSE41856,GSE41856
9278,Expression data from quiescent cells and cycling cells isolated from Multicellular aggregates of lymphoma cells (MALC),Homo sapiens,Expression profiling by array,NoData,GPL570,8,GSE41855,GSE41855
9279,Expression data from follicular lymphoma cells cultured either in suspension either as Multicellular aggregates of lymphoma cells (MALC),Homo sapiens,Expression profiling by array,NoData,GPL570,6,GSE41851,GSE41851
9280,Transcriptional perturbations caused by SV40 large T antigen and its fragments,Homo sapiens,Expression profiling by array,NoData,GPL570,15,GSE40567,GSE40567
9281,Response prediction to neoadjuvant chemotherapy,Homo sapiens,Expression profiling by array,NoData,GPL96,22,GSE29561,GSE29561
9282,"DNA repair genes: Alternative transcription and gene expression at the exon level in response to the DNA damaging agent, ionizing radiation",Homo sapiens,Expression profiling by array,NoData,GPL5175,132,GSE41840,GSE41840
9283,Deep sequencing of gastric carcinoma reveals somatic mutations relevant to personalized medicine,Homo sapiens,Expression profiling by array; Genome variation profiling by SNP array; SNP genotyping by SNP array,NoData,GPL6801 GPL6947,199,GSE29999,GSE29999
9284,Deep sequencing of gastric carcinoma reveals somatic mutations relevant to personalized medicine [Illumina mRNA expression array data],Homo sapiens,Expression profiling by array,NoData,GPL6947,99,GSE29998,GSE29998
9285,The histotype-specific copy-number landscape of ovarian cancer (expression Japan),Homo sapiens,Expression profiling by array,NoData,GPL6244,56,GSE30274,GSE30274
9286,The histotype-specific copy-number landscape of ovarian cancer (expression Taiwan),Homo sapiens,Expression profiling by array,NoData,GPL6244,42,GSE30284,GSE30284
9287,Expression profiling of lung cancer cell lines (UTSW Lung Panel V2),Homo sapiens,Expression profiling by array,NoData,GPL13376,69,GSE32989,GSE32989
9288,An epithelial-mesenchymal transition (EMT) gene signature predicts resistance to erlotinib and PI3K pathway inhibitors and identifies Axl as a novel EMT marker in non-small cell lung cancer.,Homo sapiens,Expression profiling by array,NoData,GPL6244,131,GSE33072,GSE33072
9289,Isocitrata Dehydrogenase (IDH) Mutations Promote a Reversible ZEB1/mir-200-Dependent Epithelial Mesenchymal Transition (EMT),Homo sapiens,Expression profiling by array,NoData,GPL570,18,GSE41802,GSE41802
9290,The histotype-specific copy-number landscape of ovarian cancer,Homo sapiens,Expression profiling by array; Genome variation profiling by SNP array,NoData,GPL6801 GPL6244,200,GSE30311,GSE30311
9291,Defining the Genomic Signature of the Parous Breast,Homo sapiens,Expression profiling by array,NoData,GPL570,113,GSE26457,GSE26457
9292,"Microarray analysis of human monocytic THP-1 cell treated with 1α,25-dihydroxyvitamin D3 or Trichostatin A and the combination of both",Homo sapiens,Expression profiling by array,NoData,GPL10558,18,GSE36323,GSE36323
9293,Induced pluripotent stem cell models of progranulin-deficient frontotemporal dementia uncover specific reversible neuronal defects.,Homo sapiens,Expression profiling by array,NoData,GPL10558,32,GSE40378,GSE40378
9294,Revisiting Global Gene Expression Analysis,Homo sapiens,Expression profiling by array; Expression profiling by high throughput sequencing,NoData,GPL16043 GPL11154,8,GSE40784,GSE40784
9295,Revisiting Global Gene Expression Analysis (Microarray),Homo sapiens,Expression profiling by array,NoData,GPL16043,6,GSE40782,GSE40782
9296,Expression data from prostate cancer samples,Homo sapiens,Expression profiling by array,NoData,GPL9793,23,GSE30521,GSE30521
9297,Expression analysis of the glucose deprivation-induced human tumor cell responses,Homo sapiens,Expression profiling by array,NoData,GPL570,3,GSE38583,GSE38583
9298,Notch is active in Langerhans Cell Histiocytosis and confers pathognomonic features on dendritic cells.,Homo sapiens,Expression profiling by array,NoData,GPL570,17,GSE35340,GSE35340
9299,Control of breast cancer growth and initiation by the stem cell-associated transcription factor TCF3,Homo sapiens,Expression profiling by array,NoData,GPL6244,16,GSE38893,GSE38893
9300,Genome-wide comparison of trisomy 21 iPSCs and derived isogenic disomy 21 iPSCs.,Homo sapiens,Expression profiling by array,NoData,GPL10558,8,GSE38931,GSE38931
9301,Effects of acute exercise on gene expression in exercising and non-exercising human skeletal muscle,Homo sapiens,Expression profiling by array,NoData,GPL11532,36,GSE41769,GSE41769
9302,Expression data from human pancreatic islets,Homo sapiens,Expression profiling by array,NoData,GPL6244,77,GSE41762,GSE41762
9303,Androgen receptor splice variants mediate enzalutamide resistance in castration-resistant prostate cancer cell lines,Homo sapiens,Expression profiling by array,NoData,GPL10904,12,GSE41784,GSE41784
9304,Indentification of special gene expressions in synovial tissues of rheumatoid arthritis,Homo sapiens,Expression profiling by array,NoData,GPL10558,22,GSE39340,GSE39340
9305,Gene expression data from F. tularensis-exposed neutrophils,Homo sapiens,Expression profiling by array,NoData,GPL570,48,GSE37416,GSE37416
9306,The blood transcriptional signature of chronic HCV [Affymetrix data],Homo sapiens,Expression profiling by array,NoData,GPL96,18,GSE40184,GSE40184
9307,The blood transcriptional signature of chronic HCV,Homo sapiens,Expression profiling by array,NoData,GPL96 GPL10558,28,GSE40224,GSE40224
9308,The blood transcriptional signature of chronic HCV [Illumina data],Homo sapiens,Expression profiling by array,NoData,GPL10558,10,GSE40223,GSE40223
9309,Genome-wide DNA methylation and gene expression analyses of monozygotic twin discordant for intelligence levels,Homo sapiens,Expression profiling by array; Genome variation profiling by genome tiling array,NoData,GPL6244 GPL5082,68,GSE33478,GSE33478
9310,Expression data from phenotypically discordant monozygotic twin lymphoblasts,Homo sapiens,Expression profiling by array,NoData,GPL6244,34,GSE33476,GSE33476
9311,Gene expression in primary erythroid cells and in bone marrow stromal cells following treatment with Sotatercept (ACE-011),Homo sapiens,Expression profiling by array,NoData,GPL10558,11,GSE41708,GSE41708
9312,Linking DNA Methyltransferases (DNMTs) to Epigenetic Marks and Nucleosome Structure Genome-Wide in Human Tumor Cells,Homo sapiens,Genome binding/occupancy profiling by high throughput sequencing; Expression profiling by array; Methylation profiling by high throughput sequencing,NoData,GPL9115 GPL6244,28,GSE38938,GSE38938
9313,Expression data from human cancer cells,Homo sapiens,Expression profiling by array,NoData,GPL6244,6,GSE38936,GSE38936
9314,5AZA-induced Gene Expression in Human Breast Cancer Cell Lines and Benign Primary Mammary Epithelial Cell Cultures,Homo sapiens,Expression profiling by array,NoData,GPL6884,26,GSE41692,GSE41692
9315,TRANSCRIPTIONAL EFFECTS OF INHIBITING EGFR IN KERATINOCYTES,Homo sapiens,Expression profiling by array,NoData,GPL571,8,GSE41680,GSE41680
9316,MELK and UBE2C gene knockdown in prostate cancer cell line PC3,Homo sapiens,Expression profiling by array,NoData,GPL10558,9,GSE32873,GSE32873
9317,Gene signatures in prostate cancer linked to the Gleason score,Homo sapiens,Expression profiling by array,NoData,GPL6947,98,GSE32571,GSE32571
9318,Siomycin A treatment in prostate cancer cell lines PC3 and LNCaP,Homo sapiens,Expression profiling by array,NoData,GPL10558,24,GSE36531,GSE36531
9319,Somatic copy-number mosaicism in human skin revealed by induced pluripotent stem cells,Homo sapiens,Expression profiling by array,NoData,GPL10558,31,GSE41563,GSE41563
9320,Modeling Human Cortical Development in vitro using induced Pluripotent Stem Cells,Homo sapiens,Expression profiling by array,NoData,GPL10558,10,GSE41565,GSE41565
9321,Gene expression data and CDX1-binding sites in gastric epithelial cells,Homo sapiens,Expression profiling by array; Genome binding/occupancy profiling by genome tiling array,NoData,GPL570 GPL7026,5,GSE35369,GSE35369
9322,Distinct gene expression profiles of viral- and non-viral associated Merkel cell carcinoma revealed by transcriptome analysis,Homo sapiens,Expression profiling by array; Third-party reanalysis,NoData,GPL570,138,GSE39612,GSE39612
9323,Genomic and phenotypic alterations of  the neuronal-like cells derived from the human embryonal carcinoma stem cells (NT2) caused by exposure to the organophosphorus compounds paraoxon and mipafox,Homo sapiens,Expression profiling by array,NoData,GPL14550,9,GSE38050,GSE38050
9324,In vitro generation of long-lived human Plasma Cells,Homo sapiens,Expression profiling by array,NoData,GPL10558,21,GSE41208,GSE41208
9325,Comparison of two sets of microarray experiments to define allergic asthma expression pattern,Homo sapiens,Expression profiling by array,GDS4418,GPL96,8,GSE41649,GSE41649
9326,Expression data from ALK over-expressed MCF-7 clones and control clones,Homo sapiens,Expression profiling by array,NoData,GPL570,4,GSE41635,GSE41635
9327,Gene expression analysis of human iPSC generated from pathogenic LRRK2 (G2019S) mutation bearing patients,Homo sapiens,Expression profiling by array,GDS4400,GPL571,14,GSE33298,GSE33298
9328,DNA damage and eIF4G1 in breast cancer cells reprogram translation for survival and DNA repair mRNAs,Homo sapiens,Expression profiling by array,NoData,GPL570,12,GSE41627,GSE41627
9329,Gene expression analysis of H9 hESC derived neuron stem cells (NSC) harboring pathogenic LRRK2 (G2019S) mutation,Homo sapiens,Expression profiling by array,GDS4401,GPL571,9,GSE36321,GSE36321
9330,FGF inhibition directs BMP4-mediated differentiation of Human Embryonic Stem Cells to syncytiotrophoblast,Homo sapiens,Expression profiling by array,NoData,GPL6883,24,GSE30125,GSE30125
9331,Overexpression of NUCKS1 in colorectal cancer correlates with recurrence after curative surgery,Homo sapiens,Expression profiling by array; Genome variation profiling by SNP array,NoData,GPL570 GPL3720,311,GSE27913,GSE27913
9332,Modulation of the osteosarcoma expression phenotype by miRNAs,Homo sapiens,Non-coding RNA profiling by array; Expression profiling by array,NoData,GPL8227 GPL13376,46,GSE28425,GSE28425
9333,Modulation of the osteosarcoma expression phenotype by miRNAs [Illumina],Homo sapiens,Expression profiling by array,NoData,GPL13376,23,GSE28424,GSE28424
9334,The Requirement for Cyclin D Function in Tumor Maintenance,Homo sapiens; Mus musculus,Expression profiling by array,NoData,GPL570 GPL1261,12,GSE40514,GSE40514
9335,Gene expression profile of human T-ALL cell line KOPTK1 treated with vehicle or PD 0332991,Homo sapiens,Expression profiling by array,NoData,GPL570,6,GSE40512,GSE40512
9336,Gene expression data from glioblastoma tumor samples,Homo sapiens,Expression profiling by array,GDS4470,GPL570,46,GSE36245,GSE36245
9337,mRNA expression after siRNA-mediated knock down of Enhancer of zeste homolog 2 (Ezh2) in human umbilical vein endothelial cells,Homo sapiens,Expression profiling by array,NoData,GPL6480,3,GSE41610,GSE41610
9338,"Defective ribosomal protein gene expression alters transcription, translation, apoptosis, and oncogenic pathways in Diamond-Blackfan anemia.",Homo sapiens,Expression profiling by array,NoData,GPL96,27,GSE41599,GSE41599
9339,Overexpression of NUCKS1 in colorectal cancer correlates with recurrence after curative surgery (gene expression analysis),Homo sapiens,Expression profiling by array,NoData,GPL570,115,GSE27854,GSE27854
9340,Vastus lateralis muscle gene expression after local physical deconditioning and exercise training,Homo sapiens,Expression profiling by array,NoData,GPL6244,14,GSE33886,GSE33886
9341,Whole blood transcriptional signature distinguishes viral infection from bacterial infection in febrile young children.,Homo sapiens,Expression profiling by array,NoData,GPL10558,65,GSE40396,GSE40396
9342,Blood mRNA expression signatures derived from unsupervised analyses identify prostate cancers with poor outcome,Homo sapiens,Expression profiling by array,NoData,GPL570,107,GSE37199,GSE37199
9343,Peripheral blood gene expression changes during allergen inhalation challenge in atopic asthmatic individuals,Homo sapiens,Expression profiling by array,NoData,GPL6244,30,GSE24745,GSE24745
9344,"Comparison of Darinaparsin and Arsenic Trioxide effect on HI-LAPC-4, human prostatic cancer cell line",Homo sapiens,Expression profiling by array,NoData,GPL14744,9,GSE33001,GSE33001
9345,Relevance of Chromosome 2p Gain in Early Binet Stage A Chronic Lymphocytic Leukemia,Homo sapiens,Expression profiling by array; Genome variation profiling by SNP array,NoData,GPL6244 GPL3718,146,GSE38618,GSE38618
9346,Relevance of Chromosome 2p Gain in Early Binet Stage A Chronic Lymphocytic Leukemia (expression),Homo sapiens,Expression profiling by array,NoData,GPL6244,136,GSE38611,GSE38611
9347,"Biomarker discovery in non-small cell lung cancer: integrating gene expression profiling, meta-analysis and tissue microarray validation",Homo sapiens,Expression profiling by array,NoData,GPL570,196,GSE37745,GSE37745
9348,Genome-wide analysis of the SNAPc complex,Homo sapiens,Genome binding/occupancy profiling by high throughput sequencing; Expression profiling by array,NoData,GPL10558 GPL10999,16,GSE41529,GSE41529
9349,Genome-wide analysis of the SNAPc complex [Illumina array],Homo sapiens,Expression profiling by array,NoData,GPL10558,12,GSE41528,GSE41528
9350,Expression data from obese children (boys),Homo sapiens,Expression profiling by array,NoData,GPL11532,24,GSE41505,GSE41505
9351,Suberoylanilide hydroxamic acid (SAHA) induces limited changes in the transcriptome of primary CD4+ T cells,Homo sapiens,Expression profiling by array,NoData,GPL6947,18,GSE41504,GSE41504
9352,"Chromatin H3K27me3/H3K4me3 histone marks define gene sets in high grade serous ovarian cancer that distinguish malignant, tumour sustaining and chemo-resistant ovarian tumour cells.",Homo sapiens,Expression profiling by array,NoData,GPL570 GPL3921,17,GSE41500,GSE41500
9353,Expression profiling of ovarian cancer cell lines,Homo sapiens,Expression profiling by array,NoData,GPL3921,8,GSE41499,GSE41499
9354,Profiling of ovarian tumour and benign lesions,Homo sapiens,Expression profiling by array,NoData,GPL570,9,GSE41498,GSE41498
9355,"Gene expression analysis of human oral squamous cell carcinoma cell lines (HSC-4, OSC19)",Homo sapiens,Expression profiling by array,NoData,GPL13497,8,GSE41495,GSE41495
9356,Hypoxia transcriptomic time-series data in three different cancer cell lines,Homo sapiens,Expression profiling by array,NoData,GPL14877,24,GSE41491,GSE41491
9357,Remote ischemic preconditioning in on-pump coronary artery bypass graft surgery,Homo sapiens,Expression profiling by array,NoData,GPL5175,44,GSE29396,GSE29396
9358,Genome-wide analysis of primary plasma cell leukemia identifies recurrent imbalances associated with transcriptional Profile alterations,Homo sapiens,Genome variation profiling by SNP array; SNP genotyping by SNP array; Expression profiling by array,NoData,GPL6244 GPL3718,38,GSE39383,GSE39383
9359,Genome-wide analysis of primary plasma cell leukemia identifies recurrent imbalances associated with transcriptional Profile alterations (Expression),Homo sapiens,Expression profiling by array,NoData,GPL6244,21,GSE39381,GSE39381
9360,Gene expression profiling of two DLBCL cell lines upon shRNA mediated knockdown of  EZH2,Homo sapiens,Expression profiling by array,NoData,GPL570,6,GSE41239,GSE41239
9361,EZH2 Inhibition as a Therapeutic Strategy for Lymphoma with EZH2 Activating Mutations,Homo sapiens,Genome binding/occupancy profiling by high throughput sequencing; Expression profiling by array,NoData,GPL570 GPL9115,52,GSE40972,GSE40972
9362,Gene expression profiling of EZH2 mutant and wild type DLBCL cell lines treated with EZH2 inhibitor,Homo sapiens,Expression profiling by array,NoData,GPL570,40,GSE40971,GSE40971
9363,Transcriptome in alveolar epithelial type II-like cells differentiated from human lung progenitor cells,Homo sapiens,Expression profiling by array,NoData,GPL570,3,GSE33825,GSE33825
9364,Compound C prevents the unfolded protein response during glucose deprivation through a mechanism independent of AMPK and BMP signaling.,Homo sapiens,Expression profiling by array,NoData,GPL570,8,GSE32911,GSE32911
9365,Expression data of A939572 SCD1 inhibitor treated ccRCC cells,Homo sapiens,Expression profiling by array,NoData,GPL570,8,GSE41485,GSE41485
9366,Human primary airway epithelial cell cultures infected with human- and swine-origin influenza viruses,Homo sapiens,Expression profiling by array,NoData,GPL16163,64,GSE41475,GSE41475
9367,Gene expression profiling of C/EBPβ- and STAT3-deficient human endometrial stromal cells (HESC),Homo sapiens,Expression profiling by array,NoData,GPL571,8,GSE41473,GSE41473
9368,Transcriptome in alveolar epithelial type II cells isolated from normal and COPD lungs of adult human  ,Homo sapiens,Expression profiling by array,NoData,GPL570,6,GSE29133,GSE29133
9369,Effect of PRR15 knockdown on human trophoblast cell gene expression,Homo sapiens,Expression profiling by array,NoData,GPL570,6,GSE41459,GSE41459
9370,human placenta-derived cell line (JEG-3): Control vs. valproic acid(VPA)-treated,Homo sapiens,Expression profiling by array,NoData,GPL1708,3,GSE41441,GSE41441
9371,Elucidating the gene expression profiles of human mammary subpopulations,Homo sapiens,Expression profiling by array,NoData,GPL10558,72,GSE35399,GSE35399
9372,Effects of PD-0332991 on gene expression of human pancreatic ductal adenocarcinoma (PDAC) cell lines,Homo sapiens,Expression profiling by array,NoData,GPL10558,24,GSE39646,GSE39646
9373,"Expression data from normal melanocyte, melanoma cells and their exosomes",synthetic construct; Homo sapiens,Expression profiling by array; Non-coding RNA profiling by array,NoData,GPL570 GPL8786,15,GSE35389,GSE35389
9374,"Expression data from normal melanocyte, melanoma cells and their exosomes (mRNA)",Homo sapiens,Expression profiling by array,NoData,GPL570,8,GSE35388,GSE35388
9375,"WU-BC 3, 4, and 5 PAM50 Subtypes with Passage and Gene Expression Comparison Between Xenografts and Primary Tumors",Homo sapiens; Mus musculus,Expression profiling by array,NoData,GPL6480,53,GSE28860,GSE28860
9376,Basal gene expression data of 21 cell lines (18 cancer and 3 non-tumorigenic),Homo sapiens,Expression profiling by array,NoData,GPL570,63,GSE41445,GSE41445
9377,"Sense and antisense exon profiling across human, mouse, and rat",Rattus norvegicus; Homo sapiens; Mus musculus,Expression profiling by array,NoData,NoData,240,GSE41409,GSE41409
9378,Validation of an expression signature for lymph node metastasis detection in oral cavity squamous cell carcinoma,Homo sapiens,Expression profiling by array,NoData,GPL13952 GPL13953,316,GSE30788,GSE30788
9379,Control of Somatic Tissue Differentiation by the Long Non-Coding RNA TINCR,Homo sapiens,Expression profiling by array; Expression profiling by high throughput sequencing; Non-coding RNA profiling by high throughput sequencing,NoData,GPL570 GPL9115,11,GSE40123,GSE40123
9380,Control of Somatic Tissue Differentiation by the Long Non-Coding RNA TINCR (array),Homo sapiens,Expression profiling by array,NoData,GPL570,8,GSE40122,GSE40122
9381,"Antisense exon profiling across human, mouse, and rat",Homo sapiens; Mus musculus; Rattus norvegicus,Expression profiling by array,NoData,NoData,120,GSE41462,GSE41462
9382,"Sense exon profiling across human, mouse, and rat",Homo sapiens; Mus musculus; Rattus norvegicus,Expression profiling by array,NoData,NoData,120,GSE41464,GSE41464
9383,Molecular profiling of primary lung carcinomas,Homo sapiens,Expression profiling by array; Genome variation profiling by genome tiling array,NoData,GPL6947 GPL4723,150,GSE29066,GSE29066
9384,TFPI alpha and beta regulate mRNAs involved in cancer biology and in the immune system,Homo sapiens,Expression profiling by array,NoData,GPL6244,9,GSE30037,GSE30037
9385,Defining precision probes which differentiate between the activity of type I and type II interferons.,Homo sapiens,Expression profiling by array,NoData,GPL6947,36,GSE41291,GSE41291
9386,Role of REST in the pathogenesis of uterine fibroids,Homo sapiens,Expression profiling by array,NoData,GPL570,9,GSE41386,GSE41386
9387,Expression Profiling of Primary Human Fetal and Adult Hematopoietic Stem/Progenitor Cells (HSPCs) and Differentiating Proerythroblasts (ProEs),Homo sapiens,Expression profiling by array,NoData,GPL15394,22,GSE36984,GSE36984
9388,"Expression Profiling of Primary Human Proerythroblasts (ProEs) After IRF2, IRF6, and MYB shRNA Knockdown",Homo sapiens,Expression profiling by array,NoData,GPL15394,20,GSE36988,GSE36988
9389,The MET oncogene is a functional marker of a glioblastoma stem cell subtype and drives the invasive phenotype,Homo sapiens,Expression profiling by array,NoData,GPL10558,37,GSE36426,GSE36426
9390,Timecourse gene expression profiling of DLBCL cell line Karpas422 after EZH2 inhibitor treatment,Homo sapiens,Expression profiling by array,NoData,GPL570,24,GSE41315,GSE41315
9391,Comparative profiling of human fetal and adult erythropoiesis,Homo sapiens,Genome binding/occupancy profiling by high throughput sequencing; Expression profiling by array,NoData,GPL14761 GPL11154 GPL15394,79,GSE36994,GSE36994
9392,Expression data from HepG2 cells before and after RNF43 knockdown,Homo sapiens,Expression profiling by array,NoData,GPL570,6,GSE41326,GSE41326
9393,Colorectal adenocarcinomas and matched normal colonic tissues,Homo sapiens,Expression profiling by array,NoData,GPL570,20,GSE41328,GSE41328
9394,EWS TC-71 cell lines: IGF-1R resistant,Homo sapiens,Expression profiling by array,NoData,GPL570,9,GSE34027,GSE34027
9395,Epithelial Expression of Toll-like Receptor 5 is Modulated in Healthy Smokers and Smokers with Chronic Obstructive Lung Disease,Homo sapiens,Expression profiling by array,NoData,GPL570,169,GSE30063,GSE30063
9396,ZR-75-1 microarray expression data,Homo sapiens,Expression profiling by array,NoData,GPL6884,36,GSE38132,GSE38132
9397,Human regulatory T cells induce lymphocyte senescence,Homo sapiens,Expression profiling by array,NoData,GPL13369,24,GSE38765,GSE38765
9398,Gene expression profiling of PC3 cells stably expressing ERbeta1 and ERbeta2,Homo sapiens,Expression profiling by array,NoData,GPL15127,10,GSE35095,GSE35095
9399,Pemetrexed alters inflammatory profile in EA.hy 926 cells grown under low-folate conditions.,Homo sapiens,Expression profiling by array,NoData,GPL6244,12,GSE31986,GSE31986
9400,Expression data from prostate cancer Docetaxel-resistant cells,Homo sapiens,Expression profiling by array,NoData,GPL571 GPL570,12,GSE36135,GSE36135
9401,"Expression profiling of formalin-fixed, paraffin-embedded (FFPE) breast cancer metastases of the lymph node and autopsy tissues",Homo sapiens,Expression profiling by array,NoData,GPL8432 GPL13938,168,GSE32490,GSE32490
9402,"Expression profiling of formalin-fixed, paraffin-embedded (FFPE) breast cancer metastases of the lymph node and autopsy tissues [DASL HumanRef-v3 samples]",Homo sapiens,Expression profiling by array,NoData,GPL8432,120,GSE32489,GSE32489
9403,"Expression profiling of formalin-fixed, paraffin-embedded (FFPE) breast cancer metastases of the lymph node and autopsy tissues [DASL HT-12 samples]",Homo sapiens,Expression profiling by array,NoData,GPL13938,48,GSE32488,GSE32488
9404,Expression data from colorectal cancer patients,Homo sapiens,Expression profiling by array,NoData,GPL96,390,GSE41258,GSE41258
9405,Expression profiling of archival tissues for long-term health studies,Homo sapiens,Expression profiling by array,NoData,GPL8432,1003,GSE32651,GSE32651
9406,Cigarette smoking alters mRNA expression in human alveolar macrophages,Homo sapiens,Expression profiling by array,NoData,GPL5175,8,GSE34517,GSE34517
9407,The effect of trypsin-2 on human tongue squamous cell carcinoma cell line gene expression,Homo sapiens,Expression profiling by array,NoData,GPL570,6,GSE32056,GSE32056
9408,Gene Expression Profiling Reveals Biological Insights into the Pathophysiology of Waldenströms macroglobulinemia,Homo sapiens,Expression profiling by array,NoData,GPL570 GPL8300,102,GSE9656,GSE9656
9409,H1N1 influenza A/New Caledonia/20/1999 time series in monocyte-derived dendritic cells,Homo sapiens,Expression profiling by array,NoData,GPL10558,24,GSE41067,GSE41067
9410,Liposome transfection of miR-145 induces immune response via RIG-I in mesenchymal stem cells,Homo sapiens,Expression profiling by array,NoData,GPL10558,12,GSE40387,GSE40387
9411,Leukocyte transcript alterations in West-African girls following a booster vaccination with diphtheria-tetanus-pertussis vaccine,Homo sapiens,Expression profiling by array,NoData,GPL5175,16,GSE39017,GSE39017
9412,Changes in microRNA and mRNA expression with differentiation of human bronchial epithelial cells,Homo sapiens; synthetic construct,Expression profiling by array; Non-coding RNA profiling by array,NoData,GPL570 GPL8786,18,GSE39061,GSE39061
9413,Changes in microRNA and mRNA expression with differentiation of human bronchial epithelial cells [mRNA],Homo sapiens,Expression profiling by array,NoData,GPL570,9,GSE39059,GSE39059
9414,Reactivation of ERK signaling causes resistance to EGFR kinase inhibitors,Homo sapiens,Genome variation profiling by SNP array; SNP genotyping by SNP array; Expression profiling by array,NoData,GPL3720 GPL571,11,GSE37700,GSE37700
9415,Aberrant ERK signaling causes resistance to EGFR kinase inhibitors,Homo sapiens,Expression profiling by array,NoData,GPL571,6,GSE37699,GSE37699
9416,Analysis of the early transcriptome signature of infection of primary endothelial cells by Nipah virus vs. Nipah virus deleted for the expression of non-structural C protein,Homo sapiens,Expression profiling by array,NoData,GPL2895,6,GSE33133,GSE33133
9417,SH-SY5Y cells: DMSO vs. clioquinol,Homo sapiens,Expression profiling by array,,,0,GSE32173,GSE32173
9418,Genome wide DNA methylation analysis of leukemia and reprogrammed leukemia cells,Homo sapiens,Expression profiling by array; Methylation profiling by high throughput sequencing,NoData,GPL6244 GPL10999,16,GSE33231,GSE33231
9419,Genome wide DNA methylation analysis of leukemia and reprogrammed leukemia cells (gene expression),Homo sapiens,Expression profiling by array,NoData,GPL6244,8,GSE33226,GSE33226
9420,"Transcriptome wide analysis of  untreated, classically  and alternatively activated macrophages",Homo sapiens,Expression profiling by array,NoData,GPL6947,21,GSE35449,GSE35449
